Word,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Foot_leg.mean,Hand_arm.mean,Head.mean,Mouth.mean,Torso.mean,Auditory.SD,Gustatory.SD,Haptic.SD,Interoceptive.SD,Olfactory.SD,Visual.SD,Foot_leg.SD,Hand_arm.SD,Head.SD,Mouth.SD,Torso.SD,Max_strength.perceptual,Minkowski3.perceptual,Exclusivity.perceptual,Dominant.perceptual,Max_strength.action,Minkowski3.action,Exclusivity.action,Dominant.action,Max_strength.sensorimotor,Minkowski3.sensorimotor,Exclusivity.sensorimotor,Dominant.sensorimotor,N_known.perceptual,List_N.perceptual,Percent_known.perceptual,N_known.action,List_N.action,Percent_known.action,Mean_age.perceptual,Mean_age.action,List#.perceptual,List#.action
ABOMINATE,1.173913043,0.47826087,0.695652174,1.304347826,0.47826087,2.52173913,1,1.571428571,2.047619048,1.523809524,0.904761905,1.435022138,1.038773981,1.22232203,1.917260892,0.947223945,1.97414113,1.224744871,1.832250763,1.627150592,1.435933411,1.261140829,2.52173913,2.733664211,0.307189542,Visual,2.047619048,2.608283249,0.162162162,Head,2.52173913,3.367068866,0.149161251,Visual,23,33,0.696969697,21,35,0.6,36.17391304,36.14285714,PN_Sample_138.csv,MN_sample_138.csv
ABOMINATION,1.75,0.05,0.35,1.35,0.15,3.2,0.65,1.05,2.8,1.2,0.75,1.802775638,0.223606798,0.587142949,1.268027893,0.366347549,1.673320053,1.496487115,1.904979624,2.166734142,2.142305693,1.446411167,3.2,3.437929533,0.459854015,Visual,2.8,2.944695053,0.333333333,Head,3.2,4.04467114,0.236842105,Visual,20,20,1,20,20,1,41.35,37.3,PN_Sample_575.csv,MN_sample_575.csv
ABORIGINAL,2.588235294,0.058823529,0.176470588,0.058823529,0.294117647,3.823529412,0.352941176,0.411764706,2.117647059,0.529411765,0.411764706,1.73417212,0.242535625,0.392952624,0.242535625,0.587867532,1.667156791,1.221739358,1.227743027,1.996320144,1.23073388,1.227743027,3.823529412,4.184436993,0.537815126,Visual,2.117647059,2.142041201,0.461538462,Head,3.823529412,4.363749477,0.347826087,Visual,17,20,0.85,17,20,0.85,39.76470588,43.35294118,PN_Sample_500.csv,MN_sample_500.csv
ABORT,2.0625,0,0.375,1.5,0,2.8125,0.80952381,1.333333333,1.523809524,0.80952381,0.761904762,1.842778699,0,0.885061203,1.712697677,0,1.796988221,1.470341716,1.770122406,1.66189794,1.470341716,1.410842369,2.8125,3.253801641,0.416666667,Visual,1.523809524,1.949742903,0.145454545,Head,2.8125,3.472178702,0.234607746,Visual,16,17,0.941176471,21,21,1,37.5,36.14285714,PN_Sample_433.csv,MN_sample_433.csv
ABORTED,1.631578947,0.526315789,0.894736842,1.263157895,0.578947368,3,0.933333333,1.866666667,1.866666667,1.266666667,1.4,1.706540566,1.348596845,1.728671193,1.593113836,1.387074839,1.699673171,1.486446706,2.133630932,2.099886618,1.79151439,1.956673562,3,3.25273708,0.313333333,Visual,1.866666667,2.64944457,0.127272727,Hand_arm,3,3.756589427,0.162442396,Visual,19,19,1,15,16,0.9375,33.63157895,38.86666667,PN_Sample_164.csv,MN_sample_164.csv
ABORTION,0.823529412,0.058823529,0.705882353,2.470588235,0.117647059,2.235294118,1.142857143,1.333333333,1.761904762,0.476190476,2.619047619,1.286239389,0.242535625,1.531531337,1.972233729,0.332105582,1.562426469,1.681835732,1.798147195,1.841324575,0.980767435,2.155833724,2.470588235,3.005943694,0.376146789,Interoceptive,2.619047619,3.014950545,0.292207792,Torso,2.619047619,3.792934183,0.18626452,Torso,17,17,1,21,21,1,35.05882353,39.71428571,PN_Sample_336.csv,MN_sample_336.csv
ABORTIONIST,1.666666667,0,0.444444444,0.666666667,0,2.722222222,0.444444444,1.611111111,1.555555556,0.666666667,0.888888889,1.909727421,0,1.247219129,1.495090003,0,2.108960032,0.983524408,2.145827384,2.175322078,1.328422328,1.529663127,2.722222222,2.93127965,0.494949495,Visual,1.611111111,2.082577504,0.225806452,Hand_arm,2.722222222,3.246556852,0.255208333,Visual,18,21,0.857142857,18,18,1,34.41176471,36.33333333,PN_Sample_291.csv,MN_sample_291.csv
ABORTIVE,1.571428571,0,0.142857143,0.5,0,2.214285714,0.473684211,0.578947368,1.263157895,0.684210526,0.947368421,1.785164751,0,0.534522484,1.160238702,0,2.006856379,1.020262551,1.070606758,1.939132259,1.335524515,1.508261848,2.214285714,2.458799972,0.5,Visual,1.263157895,1.516320781,0.2,Head,2.214285714,2.637691998,0.264362657,Visual,14,16,0.875,19,21,0.904761905,38.14285714,29.68421053,PN_Sample_787.csv,MN_sample_787.csv
ABORTIVELY,1.266666667,0,0.266666667,0.866666667,0,1.733333333,0.705882353,1.176470588,1.529411765,0.941176471,0.823529412,1.437590577,0,0.798808637,1.807392228,0,1.533747356,1.358524286,1.740520544,1.699913493,1.712840778,1.550616576,1.733333333,1.992465478,0.419354839,Visual,1.529411765,1.908340547,0.159090909,Head,1.733333333,2.458496181,0.186183656,Visual,15,22,0.681818182,17,20,0.85,35.46666667,34.52941176,PN_Sample_561.csv,MN_sample_561.csv
ABOUND,0.3125,0.25,0.25,0.625,0.1875,1.5,1.3,1.1,1.7,0.8,0.65,0.704154339,1,1,1.147460965,0.75,2.033060091,1.838191331,1.552586975,1.866604009,1.576137851,1.424411236,1.5,1.544936651,0.42,Visual,1.7,2.097474288,0.189189189,Head,1.7,2.346206343,0.174351585,Head,16,19,0.842105263,20,20,1,36,35,PN_sample_274.csv,MN_sample_274.csv
ABOUNDING,0.5625,0.375,0.5,0.625,0.0625,1.6875,0.375,1,2,0.875,0.4375,0.963932916,0.806225775,0.816496581,1.204159458,0.25,1.778341924,0.806225775,1.591644852,1.632993162,1.310216267,1.093541647,1.6875,1.755007976,0.426229508,Visual,2,2.140440449,0.346666667,Head,2,2.477771697,0.227941176,Head,16,19,0.842105263,16,20,0.8,39.9375,40.5,PN_Sample_281.csv,MN_sample_281.csv
ABOUT,1.4375,0,0.125,0.4375,0,1.1875,0.117647059,0.117647059,1.941176471,0.294117647,0.058823529,1.965324401,0,0.5,1.093541647,0,1.905037182,0.48507125,0.48507125,1.983386883,0.771743633,0.242535625,1.4375,1.678709431,0.450980392,Auditory,1.941176471,1.943729872,0.744186047,Head,1.941176471,2.294143332,0.339549839,Head,16,16,1,17,17,1,33.1875,38.82352941,PN_Sample_785.csv,MN_sample_785.csv
ABOVE,0.294117647,0,0.470588235,0.823529412,0,3.235294118,1.047619048,1.857142857,2.666666667,0.619047619,1.142857143,0.587867532,0,0.943242218,1.236693885,0,1.92124347,1.532194194,1.904880949,2.265686062,1.359271514,1.651838802,3.235294118,3.25706273,0.670731707,Visual,2.666666667,3.045524975,0.279220779,Head,3.235294118,3.974849135,0.266129032,Visual,17,17,1,21,21,1,35.70588235,41.14285714,PN_Sample_573.csv,MN_sample_573.csv
ABOVE ALL,0.55,0,0.55,1.05,0,1,1.058823529,1.352941176,2.235294118,1.764705882,1.117647059,1.276302225,0,1.394538218,1.904979624,0,1.747178176,1.599632311,1.998160919,2.016476251,2.278415342,1.72780037,1.05,1.355464817,0.333333333,Interoceptive,2.235294118,2.790272262,0.15625,Head,2.235294118,2.893061994,0.20930873,Head,20,20,1,17,19,0.894736842,37.3,37.41176471,PN_Sample_026.csv,MN_sample_026.csv
ABOVEBOARD,2.176470588,0.117647059,0.176470588,1.294117647,0.235294118,3.235294118,0.266666667,0.666666667,2.4,1.466666667,0.333333333,2.128241472,0.48507125,0.727606875,1.686887144,0.752446989,2.13686136,0.703731551,1.2344268,2.261478657,1.995232413,0.723746864,3.235294118,3.592414415,0.430894309,Visual,2.4,2.587875464,0.415584416,Head,3.235294118,3.993592925,0.252060875,Visual,17,21,0.80952381,15,19,0.789473684,33.375,41.73333333,PN_Sample_246.csv,MN_sample_246.csv
ABOVEGROUND,1.15,0,0.75,0.45,0.45,4.4,2.142857143,2.095238095,3.19047619,1.095238095,2.095238095,1.78517285,0,1.371706582,1.276302225,1.276302225,1.046296728,2.128044038,2.095346318,2.064438123,1.786190413,2.095346318,4.4,4.436287376,0.611111111,Visual,3.19047619,3.958445278,0.197309417,Head,4.4,5.305429621,0.246926777,Visual,20,20,1,21,22,0.954545455,31.5,35.19047619,PN_Sample_381.csv,MN_sample_381.csv
ABOVEMENTIONED,1.333333333,0.066666667,0.2,0.066666667,0.133333333,2.066666667,0.095238095,0.904761905,1.619047619,1.333333333,0.19047619,1.838736626,0.25819889,0.560611911,0.25819889,0.516397779,2.186538905,0.43643578,1.813966976,1.986861608,1.906130461,0.872871561,2.066666667,2.237930187,0.517241379,Visual,1.619047619,1.945425331,0.367816092,Head,2.066666667,2.648170475,0.249702735,Visual,15,18,0.833333333,21,21,1,39.4,39.0952381,PN_Sample_766.csv,MN_sample_766.csv
ABRACADABRA,1.857142857,0,0,0.357142857,0,1.071428571,0.058823529,1.588235294,1.764705882,2.235294118,0.117647059,1.875228924,0,0,1.33630621,0,1.859043828,0.242535625,1.769845457,1.855040827,1.888432279,0.332105582,1.857142857,1.973034568,0.565217391,Auditory,2.235294118,2.744507009,0.37755102,Mouth,2.235294118,3.049305926,0.246982358,Mouth,14,16,0.875,17,19,0.894736842,35.42857143,40.94117647,PN_Sample_745.csv,MN_sample_745.csv
ABRASION,0.705882353,0.176470588,3.294117647,1.647058824,0,2.411764706,1.882352941,2.941176471,1.941176471,0.647058824,1.176470588,1.403776419,0.727606875,1.928882639,2.029198625,0,2.093407018,1.798692335,1.638237934,1.919328927,1.05718828,1.550616576,3.294117647,3.793683399,0.4,Haptic,2.941176471,3.457340033,0.267123288,Hand_arm,3.294117647,4.577665787,0.195804196,Haptic,17,18,0.944444444,17,19,0.894736842,33.82352941,36.58823529,PN_Sample_367.csv,MN_sample_367.csv
ABRASIVE,1.333333333,0.466666667,4.266666667,0.8,0.4,2,2.315789474,4.368421053,1.842105263,1.947368421,1.526315789,1.718249386,0.990430402,1.579632266,1.473576795,0.91025899,1.511857892,1.733738144,0.955133866,1.979426345,1.747178176,1.540866317,4.266666667,4.460063012,0.417266187,Haptic,4.368421053,4.834215919,0.236842105,Hand_arm,4.368421053,5.864501963,0.186602871,Hand_arm,15,18,0.833333333,19,20,0.95,36.2,39.68421053,PN_Sample_006.csv,MN_sample_006.csv
ABRASIVELY,1.882352941,0,3.117647059,1.058823529,0,1.588235294,0.722222222,1.611111111,1.611111111,1.944444444,0.444444444,1.653872461,0,1.536324874,1.434860108,0,1.583462327,1.127493605,1.539246909,1.914000703,2.042841799,1.247219129,3.117647059,3.480591426,0.407692308,Haptic,1.944444444,2.529258437,0.236842105,Mouth,3.117647059,3.878552531,0.223001403,Haptic,17,18,0.944444444,18,21,0.857142857,38.94117647,34.38888889,PN_Sample_175.csv,MN_sample_175.csv
ABRASIVENESS,2.05,0.35,3.65,1.55,0.05,2,1.368421053,2.578947368,3.052631579,1.789473684,1.157894737,1.761428846,0.933302004,1.899445903,1.848897253,0.223606798,1.891810606,1.891810606,2.142578651,2.013114895,2.043388998,1.772103518,3.65,4.101746727,0.373056995,Haptic,3.052631579,3.81315378,0.19047619,Head,3.65,4.992694952,0.183698133,Haptic,20,21,0.952380952,19,20,0.95,36.2,41.31578947,PN_Sample_045.csv,MN_sample_045.csv
ABREAST,0.333333333,0,0.733333333,0.466666667,0,3.133333333,1.625,1.875,1.6875,1.0625,2.375,1.290994449,0,1.486446706,0.915475416,0,1.959105724,1.821171784,1.668332501,1.740450133,1.481834449,2.061552813,3.133333333,3.15132748,0.671428571,Visual,2.375,3.117012937,0.152173913,Torso,3.133333333,3.948925352,0.235736677,Visual,15,21,0.714285714,16,19,0.842105263,39.06666667,40.3125,PN_Sample_091.csv,MN_sample_091.csv
ABRIDGE,1.416666667,0.25,0.333333333,0.333333333,0.25,1.75,0.210526316,0.631578947,2.052631579,1.052631579,0.210526316,1.676486224,0.866025404,1.154700538,0.887625365,0.866025404,2.00567377,0.535303379,0.955133866,1.957143162,1.393384537,0.535303379,1.75,2.025333613,0.346153846,Visual,2.052631579,2.160542374,0.443037975,Head,2.052631579,2.63968506,0.216942149,Head,12,16,0.75,19,19,1,37.25,37.57894737,PN_Sample_690.csv,MN_sample_690.csv
ABRIDGED,1.333333333,0,0.333333333,0.133333333,0,2.466666667,0.25,0.5625,2.0625,0.25,0.4375,1.838736626,0,1.290994449,0.516397779,0,1.884776101,0.774596669,1.263262971,1.948289848,0.577350269,1.31497782,2.466666667,2.592189285,0.578125,Visual,2.0625,2.085205955,0.50877193,Head,2.466666667,2.980793014,0.315061203,Visual,15,19,0.789473684,16,19,0.842105263,37.73333333,37.625,PN_Sample_056.csv,MN_sample_056.csv
ABRIDGMENT,0.846153846,0.230769231,0.538461538,0.538461538,0.307692308,2.153846154,0.214285714,0.285714286,2,0.571428571,0,1.14354375,0.59914469,1.198289379,1.330124344,0.630425172,1.724632997,0.801783726,0.825420306,2.038098661,1.283881478,0,2.153846154,2.220692992,0.416666667,Visual,2,2.018147518,0.651162791,Head,2.153846154,2.676385257,0.280200143,Visual,13,17,0.764705882,14,20,0.7,38.53846154,37.28571429,PN_Sample_633.csv,MN_sample_633.csv
ABROAD,1.684210526,0.789473684,0.842105263,0.684210526,0.947368421,2.842105263,2.388888889,2.166666667,3.277777778,2.222222222,1.944444444,1.66842013,1.228320776,1.25888654,1.056862841,1.393384537,1.893355572,2.199970291,2.307277489,2.023554111,2.157219222,2.154945672,2.842105263,3.107041221,0.277027027,Visual,3.277777778,4.260677723,0.111111111,Head,3.277777778,4.752484593,0.13105792,Head,19,20,0.95,18,18,1,36.31578947,38.11111111,PN_Sample_292.csv,MN_sample_292.csv
ABRUPT,2.368421053,0,0.631578947,1.578947368,0,2,1.2,1,1.8,1.65,1.1,2.005839428,0,1.116070802,1.804801912,0,1.885618083,1.935812083,1.777046633,1.794729125,2.084403234,1.83245593,2.368421053,2.942375408,0.36,Auditory,1.8,2.431930083,0.118518519,Head,2.368421053,3.415870299,0.17769003,Auditory,19,19,1,20,20,1,38,41.1,PN_Sample_255.csv,MN_sample_255.csv
ABRUPTLY,3.058823529,0.058823529,0.470588235,1,0.058823529,3.882352941,1.105263158,1.736842105,1.684210526,1.210526316,0.631578947,1.853057886,0.242535625,0.943242218,1.58113883,0.242535625,1.053704948,1.663154193,1.521771821,1.600438536,1.474936811,0.895080773,3.882352941,4.452027085,0.448275862,Visual,1.736842105,2.374780397,0.173553719,Hand_arm,3.882352941,4.666739261,0.256650042,Visual,17,17,1,19,19,1,34.11764706,37.21052632,PN_Sample_666.csv,MN_sample_666.csv
ABRUPTNESS,3.277777778,0.055555556,1.055555556,1.444444444,0.055555556,3,1.052631579,1.263157895,2.105263158,1.368421053,0.736842105,1.775836358,0.23570226,1.661757476,1.885618083,0.23570226,2.029198625,1.508261848,1.75885396,2.024701263,1.920952493,1.147078669,3.277777778,4.049510395,0.3625,Auditory,2.105263158,2.491981893,0.209677419,Head,3.277777778,4.342382013,0.209028832,Auditory,18,19,0.947368421,19,21,0.904761905,40.27777778,36.15789474,PN_Sample_585.csv,MN_sample_585.csv
ABSCESS,0.15,0.45,2.85,2.6,1.05,4,1.055555556,1.833333333,2.111111111,1.166666667,1.277777778,0.366347549,0.998683344,1.87153188,2.087557122,1.316894273,1.414213562,1.764760348,2.148871113,2.246275058,1.757337558,1.808657466,4,4.732284891,0.346846847,Visual,2.111111111,2.73333725,0.141791045,Head,4,5.018575899,0.207609347,Visual,20,21,0.952380952,18,22,0.818181818,47.5,33.44444444,PN_Sample_442.csv,MN_sample_442.csv
ABSCESSED,0.294117647,1.294117647,2.647058824,3.235294118,1.941176471,3.882352941,0.923076923,1.230769231,1.153846154,1.769230769,0.846153846,0.587867532,1.794599742,2.029198625,2.13686136,2.014652211,1.691240408,1.656378503,1.83275049,1.863963244,2.166173514,1.863963244,3.882352941,4.938401581,0.269911504,Visual,1.769230769,2.177941115,0.155844156,Mouth,3.882352941,5.07574936,0.186720038,Visual,17,20,0.85,13,19,0.684210526,38.88235294,40.69230769,PN_Sample_035.csv,MN_sample_035.csv
ABSENCE,1.736842105,0.631578947,1.052631579,1.421052632,0.684210526,3.210526316,0.619047619,0.666666667,2.571428571,1.095238095,1,2.130260945,1.300022492,1.778691286,2.008752777,1.454977342,2.043388998,1.283596139,1.390443574,1.963961012,1.640267109,1.788854382,3.210526316,3.501769955,0.295180723,Visual,2.571428571,2.707625092,0.328,Head,3.210526316,3.974637671,0.176420406,Visual,19,19,1,21,21,1,38.94736842,36.85714286,PN_Sample_782.csv,MN_sample_782.csv
ABSENT,1.486486486,0.459459459,0.864864865,0.918918919,0.324324324,3.243243243,0.611111111,0.722222222,2.388888889,0.944444444,0.722222222,1.643533146,1.095308039,1.250825553,1.460182226,0.914514263,1.920726214,1.460817212,1.526455161,2.173067468,1.797783675,1.447332457,3.243243243,3.389849582,0.4,Visual,2.388888889,2.491005631,0.329896907,Head,3.243243243,3.789304991,0.230086401,Visual,37,37,1,18,18,1,34.67567568,41.72222222,PN_Sample_523.csv,MN_sample_523.csv
ABSENTEE,0.766666667,0,0.166666667,0.533333333,0,2.2,1.057142857,1.228571429,2.4,1.571428571,1,1.406471087,0,0.912870929,1.166584562,0,1.989628279,1.714005579,1.767113204,2.046517846,1.959677559,1.680336101,2.2,2.241031822,0.6,Visual,2.4,2.7909687,0.192913386,Head,2.4,3.207379816,0.219703575,Head,30,32,0.9375,35,38,0.921052632,34.6,36.31428571,PN_Sample_597.csv,MN_sample_597.csv
ABSENTEEISM,0.866666667,0,0.066666667,0.266666667,0,1.8,1.6875,1.6875,2.625,1.3125,1.5625,1.641718032,0,0.25819889,0.798808637,0,1.740279124,2.242580359,2.120338023,2.390955179,1.815443013,2.096624271,1.8,1.866468233,0.6,Visual,2.625,3.232431084,0.147887324,Head,2.625,3.427817811,0.221052632,Head,15,19,0.789473684,16,19,0.842105263,35.26666667,43.5,PN_sample_477.csv,MN_sample_477.csv
ABSENTLY,0.80952381,0.238095238,0.666666667,1.714285714,0.19047619,2.095238095,0.55,0.7,2.5,0.65,0.5,1.327367606,0.624880941,1.354006401,1.616875293,0.511766316,1.813966976,1.394538218,1.454575359,2.039091645,1.182103388,1.192079121,2.095238095,2.47076628,0.333333333,Visual,2.5,2.54756913,0.408163265,Head,2.5,3.162093508,0.217586362,Head,21,23,0.913043478,20,20,1,36.47619048,34.35,PN_Sample_030.csv,MN_sample_030.csv
ABSENTMINDED,1.823529412,0,0.176470588,2.235294118,0,2.647058824,0.15,0.25,3.5,0.5,0.25,1.91165158,0,0.727606875,2.016476251,0,1.998160919,0.366347549,0.550119604,1.877848713,0.827170192,0.716350399,2.647058824,3.295361425,0.384615385,Visual,3.5,3.504338158,0.720430108,Head,3.5,4.287584444,0.303494007,Head,17,17,1,20,20,1,38.47058824,35.95,PN_Sample_623.csv,MN_sample_623.csv
ABSENTMINDEDLY,1.4375,0.3125,0.3125,1.75,0.25,1.4375,0.428571429,0.857142857,3.666666667,0.761904762,0.285714286,1.631716887,1.01447852,0.793200269,1.843908891,0.774596669,1.459166429,0.870139562,1.492840055,1.798147195,1.300183137,0.643650304,1.75,2.249099434,0.272727273,Interoceptive,3.666666667,3.695547592,0.563492063,Head,3.666666667,3.954639908,0.297101449,Head,16,17,0.941176471,21,21,1,32.6,37.95238095,PN_Sample_238.csv,MN_sample_238.csv
ABSENTMINDEDNESS,1.117647059,0,0.294117647,2.235294118,0.058823529,2,0.25,0.25,3.8,0.75,0.15,1.495090003,0,0.685994341,1.821037196,0.242535625,1.936491673,0.550119604,0.638666374,1.735086832,1.164157703,0.489360485,2.235294118,2.740872183,0.391752577,Interoceptive,3.8,3.810508769,0.701923077,Head,3.8,4.234317739,0.348435814,Head,17,17,1,20,20,1,36.52941176,36.1,PN_Sample_135.csv,MN_sample_135.csv
ABSENTNESS,0.681818182,0.227272727,0.681818182,1.090909091,0.363636364,3.227272727,1.3,1.45,2.45,1.55,1.55,1.249242195,0.528413455,1.286796082,1.659291039,1.09307145,1.974403302,1.922169827,1.932410548,2.038446261,2.01246118,2.064104241,3.227272727,3.2898062,0.47826087,Visual,2.45,3.014723914,0.138554217,Head,3.227272727,3.979151866,0.205864005,Visual,22,22,1,20,21,0.952380952,36.77272727,37,PN_Sample_421.csv,MN_sample_421.csv
ABSINTHE,0.076923077,4.230769231,0.846153846,2.461538462,2.538461538,2.846153846,1.25,1.9375,2.9375,4.125,1.4375,0.277350098,1.48064435,1.675616993,2.295480509,1.941450687,2.034951017,1.879716291,2.351418012,2.048373338,1.74642492,2.128183889,4.230769231,5.074384783,0.319526627,Gustatory,4.125,4.75828497,0.245989305,Mouth,4.230769231,6.200588821,0.168257059,Gustatory,13,18,0.722222222,16,21,0.761904762,37,40.5625,PN_Sample_077.csv,MN_sample_077.csv
ABSOLUTE,1.5625,0.0625,0.6875,1.625,0.0625,1.8125,1.052631579,1.052631579,2.526315789,1.631578947,1,1.364734406,0.25,1.447699324,1.62788206,0.25,1.424488212,1.71508614,1.71508614,2.064741605,2.265944157,1.699673171,1.8125,2.432063822,0.301075269,Visual,2.526315789,2.876451361,0.210144928,Head,2.526315789,3.367427626,0.188427673,Head,16,16,1,19,19,1,38.25,32.47368421,PN_Sample_737.csv,MN_sample_737.csv
ABSOLUTELY,1.222222222,0.111111111,0.277777778,1.5,0.111111111,1.888888889,1.65,2.05,2.5,1.95,1.55,1.832887646,0.471404521,1.178511302,1.886484437,0.471404521,2.246275058,1.814415956,1.959457497,2.039091645,2.01246118,1.959457497,1.888888889,2.287158091,0.347826087,Visual,2.5,3.416271486,0.097938144,Head,2.5,3.728567151,0.161290323,Head,18,18,1,20,20,1,35.94444444,35.35,PN_Sample_142.csv,MN_sample_142.csv
ABSOLUTENESS,2.375,0.3125,0.5,1.6875,0.3125,2.5625,0.210526316,0.105263158,1.578947368,0.631578947,0.157894737,1.995828984,0.87321246,1.032795559,2.088659857,0.87321246,1.965324401,0.713282504,0.458831468,1.923994383,1.256561725,0.688247202,2.5625,3.277730542,0.290322581,Visual,1.578947368,1.613787009,0.549019608,Head,2.5625,3.403259697,0.235498108,Visual,16,16,1,19,20,0.95,41.625,36.78947368,PN_Sample_656.csv,MN_sample_656.csv
ABSOLUTION,0.947368421,0.052631579,0.052631579,1.368421053,0.052631579,1.210526316,0.333333333,0.555555556,1.888888889,1.277777778,0.444444444,1.508261848,0.229415734,0.229415734,1.94965884,0.229415734,1.512134157,0.84016805,1.199128224,2.025975114,1.637988564,0.983524408,1.368421053,1.731039226,0.357142857,Interoceptive,1.888888889,2.08943397,0.345679012,Head,1.888888889,2.427743285,0.224365845,Head,19,20,0.95,18,20,0.9,38.73684211,41.72222222,PN_Sample_199.csv,MN_sample_199.csv
ABSOLUTISM,1.307692308,0,0.076923077,0.769230769,0,0.692307692,0,0.4,2.6,1.2,0,1.601281538,0,0.277350098,1.690850188,0,1.436698495,0,1.055597326,2.354327323,2.077085871,0,1.307692308,1.446032537,0.459459459,Auditory,2.6,2.685519182,0.619047619,Head,2.6,2.818569964,0.368995633,Head,13,19,0.684210526,15,19,0.789473684,34,40.73333333,PN_sample_477.csv,MN_sample_477.csv
ABSOLUTIST,2.692307692,0.384615385,0.692307692,0.923076923,0.384615385,1.846153846,0.666666667,1.066666667,2.4,1.466666667,0.533333333,1.887883091,1.386750491,1.702185624,1.705947364,1.386750491,2.075498087,1.290994449,1.830950833,2.063284483,1.922300209,1.125462868,2.692307692,3.00146593,0.333333333,Auditory,2.4,2.651469108,0.304347826,Head,2.692307692,3.574725023,0.17674784,Auditory,13,19,0.684210526,15,19,0.789473684,35.69230769,35.66666667,PN_Sample_122.csv,MN_sample_122.csv
ABSOLVABLE,1.733333333,0,0.133333333,1.266666667,0,2.133333333,0.176470588,0.470588235,1.470588235,1.294117647,0.294117647,1.94446712,0,0.516397779,1.869555588,0,2.065591118,0.727606875,1.007326105,1.841115391,1.571810496,0.685994341,2.133333333,2.568829346,0.405063291,Visual,1.470588235,1.763332264,0.349206349,Head,2.133333333,2.820353733,0.237762238,Visual,15,18,0.833333333,17,21,0.80952381,39.93333333,36,PN_Sample_692.csv,MN_sample_692.csv
ABSOLVE,2.117647059,0,0.294117647,1.470588235,0,1.352941176,0.176470588,0.352941176,2.352941176,2.470588235,0.352941176,1.798692335,0,0.771743633,2.003673098,0,1.32009358,0.727606875,0.996316746,2.089891638,2.182820625,0.996316746,2.117647059,2.475967559,0.404494382,Auditory,2.470588235,3.043804729,0.402061856,Mouth,2.470588235,3.513655252,0.225806452,Mouth,17,19,0.894736842,17,19,0.894736842,35.76470588,37.41176471,PN_Sample_338.csv,MN_sample_338.csv
ABSORB,0.333333333,0.194444444,2.194444444,0.916666667,0.055555556,3.388888889,1.095238095,1.714285714,2,1.380952381,1.142857143,1.014185106,0.855885321,1.997418969,1.696635326,0.232310684,1.744833644,1.48002574,1.847778589,1.816590212,1.716863142,1.525965736,3.388888889,3.691440556,0.470588235,Visual,2,2.643733533,0.123376623,Head,3.388888889,4.097205996,0.231213873,Visual,36,36,1,21,21,1,37,34.95238095,PN_Sample_697.csv,MN_sample_697.csv
ABSORBABILITY,0.642857143,0.642857143,2.25,0.821428571,0.428571429,3.392857143,0.368421053,1.842105263,1.789473684,0.631578947,0.526315789,1.41981443,1.496026483,1.797632187,1.678923187,1.345185418,1.685214256,0.895080773,1.7082531,2.043388998,1.116070802,1.020262551,3.392857143,3.723198385,0.362445415,Visual,1.842105263,2.316387405,0.285714286,Hand_arm,3.392857143,4.000847098,0.226779422,Visual,28,28,1,19,20,0.95,38.39285714,36.68421053,PN_Sample_809.csv,MN_sample_809.csv
ABSORBABLE,0.4,0.2,2.1,0.65,0.2,3.2,0.315789474,1.684210526,0.894736842,0.631578947,0.315789474,1.095445115,0.523148364,1.744163199,1.268027893,0.523148364,1.908430052,0.820069887,1.600438536,1.523692038,1.164785451,0.749268649,3.2,3.486577845,0.444444444,Visual,1.684210526,1.797586547,0.356164384,Hand_arm,3.2,3.63908537,0.283229814,Visual,20,20,1,19,20,0.95,40.5,39.36842105,PN_Sample_480.csv,MN_sample_480.csv
ABSORBED,0.947368421,0.368421053,1.368421053,2.368421053,0.157894737,2.473684211,0.388888889,0.75,2.805555556,0.777777778,0.583333333,1.432700799,0.955133866,1.673669499,2.033347713,0.374634325,1.743827879,0.766356045,1.295596939,1.983063207,1.354592424,1.130739328,2.473684211,3.17112384,0.301369863,Visual,2.805555556,2.853422275,0.455497382,Head,2.805555556,3.805751276,0.203826674,Head,19,20,0.95,36,37,0.972972973,42.05555556,36.08333333,PN_Sample_181.csv,MN_sample_181.csv
